text,label
Kızım doğduğunda çok mutlu oldum.,Happy
Küçükken hayvanlardan çok korkardım.,Fear
"Babası, çocuğu yaramazlık yaptığında çok öfkelendi.",Anger
Bizim evimizin sahibi öldüğünde çok üzüldüm.,Sadness
Arkadaşlarımın bağırmasından hiç hoşlanmıyorum.,Anger
Arkadaşım beni sokakta görünce çok şaşırdı.,Surprise
anneme bir bale gösterisi için bilet aldığımda çok mutlu oldum.,Happy
Depremden çok korkarım.,Fear
insanlar bir konuda çok ısrar ederse öfkelenirim.,Anger
İnsanlara güvendikten sonra buna değmediklerini anladığımda üzülürüm.,Sadness
böceklerden çok tiksinirim.,Disgust
Atama sonucumu gördüğümde çok şaşırdım.,Surprise
Üniversite de istediğim bölümü kazandığımda çok mutlu olmuştum.,Happy
Yolda takip edildiğimi fark ettiğimde çok korkmuştum.,Fear
Kapkaça uğrayacakken bunu fark ettiğimde çok öfkelendim.,Anger
"Üniversitede evimde beslediğim kuşum ""pıtır"" öldüğünde çok ağlamıştım.",Sadness
Halka açık tuvaletlere ne zaman girsem tiksinirim.,Disgust
Kaydırma yaptığımı sandığım bir sınavda kaydırma yapmadığımı öğrenip iyi bir puan aldığımda çok sevindim,Happy
Evde çocukken arkadaşlarla ruh çağırdığımızda çok korkmuştum,Fear
Annemi bazı konularda dinlemediğim için kendime öfkelendiğim oldu.,Anger
Annemin vefat etmesi beni çok üzdü,Sadness
Pis bırakılan tuvalet midemi bulandırır.,Disgust
Annemin vefat ettiğini hastanede duyduğumda çok şaşırmıştım. Gerçek değil gibi gelmişti.,Surprise
Kaybettiğimi sandığım kolyemi bulunca çok sevindim,Happy
Rüyamdan korktum,Fear
trafiği mahveden kişilere çok sinirlendim,Anger
Sınavımın kötü geçmesi beni çok üzdü,Sadness
Yemek yediğim yerdeki kirden tiksindim,Disgust
Arkadaşımı sürpriz şekilde karşımda görünce çok şaşırdım,Surprise
Oğullarımı kucağıma aldığımda hissettiğim mutluluk tarifsizdi.,Happy
Gök gürültüsünden rahatsız edici şekilde korkarım.,Fear
Eşimin annesinin oyunlarına göz yummasına inanılmaz öfkelenirim.,Anger
Anneannemin vefatı beni derinden üzmüştü.,Sadness
Birisinin karşımda ayaklarıyla oynamasından tiksinirim.,Disgust
Oğlumun büyürken verdiği tepkilere şaşırıyorum.,Surprise
işe başladığım zaman mutlu oldum.,Happy
Babam hastalandığı zaman çok korktum.,Fear
Gerçeği bildiğim halde aptal yerine koyup yüzüme baka baka yalan söyleyen insanlara çok sinirleniyorum.,Anger
Sevdiğim insanlardan birinin hastalanması ya da başına bir şey gelmesi düşüncesi beni üzüyor.,Sadness
Bir yerde yemek yerken içinden kıl çıkmasından tiksiniyorum.,Disgust
Küçük şeytanın benden hoşlandığını ilk duyduğumda çok şaşırdım.,Surprise
Oğlum kız arkadaşını (gelin kızımı) ilk tanıştırdığı zaman çok mutlu olmuştum.,Happy
Hemşire hanımın elinde iğneyi gördüğüm zaman korkarak içim ürperiyor.,Fear
Evimde hırsızı yakaladığım zaman çok sinirlenmiştim ve onu darp ettim.,Anger
Annemi kaybettiğim zaman çok üzülmüştüm.,Sadness
Sigarayı kendim de içtim. Şu anda yanımda içilmesinden bile hiç hoşlanmıyorum.,Disgust
Oğlum üniversitede sınıf tekrarı yapacağını söyleyince hayretler içinde kalmıştım. Gerekçelerini söyleyince kendime geldim.,Surprise
Yeğenim olacağını öğrendiğimde mutlu oldum.,Happy
Böbrek enfeksiyonu geçirdiğimde korktum.,Fear
Yalan söylemediğim halde bana inanmayan arkadaşım yüzünden sinir krizi geçirdim.,Anger
Annemin birçok hastalık geçirmesi beni üzdü.,Sadness
Tozdan tiksinirim.,Disgust
Hatırlamadığım bir ödevimin olduğunu öğrendim.,Surprise
5 seneden sonra sonunda bilgisayarımı değiştirdiğimde çok mutlu oldum,Happy
dünyanın durumunu düşündükçe büyük öfke duyuyorum,Anger
finale giremediğim zaman üzüldüm,Sadness
Bir ay boyunca çöplerin atılmamasından usandım,Anger
Dolapta Bittiğini sandığım yemeğin kaldığını gördüğümde şaşırdım,Surprise
Konser verdiğimde herkesin beğenmesi beni çok mutlu etti,Happy
Eve geldiğimde kapının açık olduğunu gördüğümde çok korktum,Fear
Arkadaşım halı sahaya geleceğine söz vermesine rağmen gelmeyince çok sinirlendim.,Anger
Tatilden döndüğümde annemin hastalandığını görünce çok üzüldüm.,Sadness
Karşı komşumuzun dişlerindeki pis yemek parçaları beni tiksindirdi.,Disgust
Uzun süredir görmediğim arkadaşımı görünce çok şaşırdım.,Surprise
3 ay peşinden koştuğum kızın sonradan benden hoşlandığını öğrendiğimde çok mutlu olmuştum.,Happy
Kaza yaptığımda bana ölü muamelesi yapıldığında çok korkmuştum.,Fear
Birisinin bana karşı ters bir hareket yapmasında öfkelenirim.,Anger
Muhabbet kuşumu kapıya sıkıştırdığımda çok üzülmüştüm.,Sadness
Karşımda limon yenilmesinden tiksinirim.,Disgust
Satın almaya gittiğim araçta pert kaydı çıktı.,Surprise
Sevdiğim yanımda olunca çok mutlu olurum.,Happy
Küçükken köpek kovaladığında çok korktum.,Fear
Köpeğimi gezdirirken laf eden insanları öldüresim gelir.,Anger
Sokakta bir köpeğe araba çarptı.,Sadness
Halka açık alanlara büyük abdestini bırakan insanlar.,Disgust
Uzun zamandır görmediğim bir insanı görünce çok sevindim.,Happy
Ailem yanımda olduğu için mutluyum.,Happy
Karanlıktan korkuyorum.,Fear
Bir olayda haksızlığa çok sinirleniyorum.,Anger
Annem hastalanınca çok üzüldüm.,Sadness
Yolda yürürken insanların yere tükürmesinden nefret ediyorum.,Disgust
Sınavdan yüksek not alınca şaşırdım.,Surprise
Doğum günümde sürpriz yapıldığında mutlu oldum.,Happy
İlk kez trafik kazası yaptığımda korkmuştum.,Fear
Biri bana yalan söylediğinde sinirlenirim.,Anger
Kız arkadaşımdan ayrılınca üzüldüm.,Sadness
Köye gittiğimde oranın kokusundan tiksindim.,Disgust
Hiç beklemediğim bir dersten yüksek not alınca şaşırdım.,Surprise
Ehliyetimi aldığımda ve sabırla beklediğim sevgilimle karşılaştığımda çok mutlu oldum.,Happy
Köpeğim hasta olduğunda öleceğinden çok korktum.,Fear
Birisinin karşımda ukalaca davranmasına çok öfkelenirim.,Anger
Hasta olan kuşumu eve döndüğümde ölü bulduğumda çok üzüldüm.,Sadness
Dağınıklıktan nefret ederim.,Anger
Sevgilimi çiçekle kapıda görünce çok şaşırdım.,Surprise
Bowling'te birincilik kupası aldığım zaman sevinmiştim.,Happy
Ehliyetsiz polise yakalandığımda çok korkmuştum.,Fear
Kız arkadaşıma veya ailemden birine edilen küfürde öfkelenirim.,Anger
Vefat eden kuzenimin haberini aldığımda üzüntü duymuştum.,Sadness
Alkol aldıktan sonra arkadaşım üstüme kustuğunda tiksinmiştim.,Disgust
Araba alındığında şaşırmıştım.,Surprise
Sınavlarda FF alacağım sınavdan CC alınca çok sevindim.,Happy
Gece garip sesler duyduğumda çok korktum..,Fear
Trafik polisinin çevirmesinde alkol testinde bende alkol çıkmayınca alkolmetreyi hediye ettiğinde çok öfkelenmiştim..,Anger
Büte kalınca çok üzüldüm..,Sadness
Oda arkadaşımın çorap kokusundan çok tiksindim..,Disgust
Komşumun arabasının çalındığına şahit olunca çok şaşırmıştım.. Adam yas tuttu..,Surprise
iddaa tutunca sevinirim,Happy
üstüme 34 tane köpek gelirse korkarım,Fear
iddaa dan tek maçtan yatarsam öfkelenirim,Anger
öne geçmişken tekrar yenilirse üzülürüm,Sadness
arkadaşım çok içip kusunca tiksinirim,Disgust
oynadığım takım yenilirken öne geçerse şaşırırım,Surprise
ilk araba sahibi olduğumda,Happy
evde yalnız kalmaktan,Fear
arkamdan konuşulması,Anger
insanların beni kırmasından,Sadness
beklemediğim bir haber aldığımda,Surprise
İkinci yeğenim doğduğunda aman tanrım dedim.,Happy
ilk kez hamile kaldığımda çok şaşırdım.,Surprise
Otobüste hırsızlığa uğradığımda ben de çok öfkelendim.,Anger
Hamileyken sahip olduğum çocuk aniden öldüğünde çok acıtıyor.,Sadness
Oda arkadaşımın dağınıklığından ben de bıktım.,Anger
karşılamaya gittiğimde askerde oğlum olmadığını öğrenince hayretler içinde kaldım.,Surprise
Ablamlar bize gelince mutlu oldum,Happy
devlet hastanesinde dolgu yaptırınca korkmuştum.,Fear
İkizim eşyalarımı kullanınca aşırı derecede öfkelendim,Anger
Vefat eden teyzem aklıma gelince üzülüyorum,Sadness
Arkadaşım yanımda sigara içmesinde aşırı derecede tiksiniyorum,Disgust
Babam telefon alınca şaşırdım,Surprise
Bütünlemeye kalmadan ilk dönemi geçtiğimde ve yeğenim doğduğunda çok mutlu oldum.,Happy
Karanlıktan ve evde yalnız kalmaktan çok korkuyorum.,Fear
Bana yalan söylenince çok öfkelenirim.,Anger
Abim yurt dışına gittiğinde çok üzülmüştüm.,Sadness
Böceklerden çok tiksiniyorum.,Disgust
Zor olduğunu düşündüğüm bir sınav kolay olunca çok şaşırdım.,Surprise
işe başladığımda çok mutlu oldum,Happy
karanlık,Fear
Eşimin kaba davranışı,Sadness
Annemi kaybettiğimde üzüldüm,Sadness
yemek yerken ellerini kullanmak,Disgust
Bazı arkadaşlarımın siyasi tercihlerinin değişmesi beni şaşırtıyor,Surprise
"Kardeşimle geçirdiğim her an ve birlikte yaptığımız, paylaştığımız her şeyden mutluluk duyarım.",Happy
Kurbağadan çok korkarım. Korkunç bir görünümü olduğunu düşünüyorum.,Fear
İnsanların yalan yanlış konuşmalarına ve dinlemeden ön yargı yapmalarına çok öfkelenirim.,Anger
İnsanların zor durumda kalmalarına ve yiyecek bir şey bulamamalarına.,Sadness
İnsanların ağzını şapırdatarak ve garip garip hareketler yaparak yemek yemelerinden.,Disgust
İngilizce sınavımın iyi geçmesine fakat sınavdan düşük almama,Surprise
Babam bana araba aldığında çok mutlu oldum.,Happy
yükseklikten korkum var. Bir keresinde 30. kattan aşağı bakmıştım gerçekten ciddi korkmuştum,Fear
dedemi kaybetmiş olmam beni çok üzüyor.,Sadness
yatağıma bir başkasının yatmasından rahatsız oluyorum.,Disgust
kedimi mart ayında izlerken çok şaşkındım,Surprise
Kendi paramı kazanıp onu harcamak beni çok mutlu etmişti,Happy
Lisede okuldan ilk kaçtığımda ablam beni dışarda görünce çok korkmuştum,Fear
Konuştuğumda ciddiye alınmamak.,Anger
Çocukken yaptığım hatalarla aile içinde kavga çıkardığım anları düşündükçe üzülüyorum,Sadness
Yere tükürülmesinden nefret ederim.,Disgust
Okulda bazı insanların birbirleriyle önceden ilişkisinin olduğunu şimdi de gayet rahat takıldıklarını görünce çok şaşırmıştım.,Surprise
İkisi de mutlu eder ancak bir doğumun gerçekleşmesi her zaman çok daha değerlidir.,Happy
Yalnızlıktan ve seslerden ürkmedim ama dişçiye ilk kez gittiğimde ürkmüştüm.,Fear
Hırsızlığa uğradığımda tabi ki öfkelenirim.,Anger
Köpeğimi kaybettiğimde çok üzülmüştüm. Hala unutamıyorum.,Sadness
Böyle güzel sürprizlere kim şaşırmaz?  Annem beni karşısında görünce ağlamıştı.,Surprise
Okuduğum okulumun böyle bir başarısı olsaydı kesinlikle çok sevinir ve gurur duyardım.,Happy
Evde ilk kez yalnız uyuduğumda tedirgin olmadım değil.,Fear
Bu ülkedeki adalet sisteminden dolayı insanların bu kadar rahat hırsızlık yapabilmesine çok sinirleniyorum. Ayrıca paradan da öte cüzdandaki kimlik kredi Kartı gibi önemli belgelerin tekrar çıkartılması Hırsızın verdiği maddi zarardan daha fazla insanı üzüyor.,Sadness
Hiç köpeğim olmadı ama Çocukken muhabbet kuşumuz vardı. evde cereyanda kaldığı için ölmüştü. Gerçekten çok üzülmüştük ve Bahçeye gömmüştük. Bir daha da evcil hayvan beslemedim ya ölürse diye.,Sadness
Ev halkının hiçbiri sigara içmediğinden evimize misafir gelip sigara içmek isteyenlere adres olarak balkonu gösteriyoruz ki alt komşumuzun balkonda içtiği sigaranın dumanının eve sinmesi bile bizi son derece rahatsız ediyor.,Disgust
Abim askere gittiğinde onu Karşımda gördüğümde Sevinçten havalara uçmuştum evine sağ salim döndüğü için. Sonuçta ne zamanın hasreti var.,Happy
Kızımın Üniversiteyi bitirip işe başladığında ağlamıştım.,Happy
Küçükken karanlık fobim vardı. Hele kış aylarında zifiri karanlıkta rüzgar uğuldadıkça var olmayan yaratıklar ..,Fear
Verilen bir sözün yerine getirilmemesi.,Anger
Beklenmedik bir kaza sonucu Eşimi kaybettim. 3 ve 7 yaşlarındaki kızlarımla yaşama tutunduk.,Sadness
"Yemeğimden kıl, taş vs. çıkması",Disgust
"Bir takside yolculuk yaparken, taksi şoförünün hiç karşılaşmadığım teyzemin oğlu çıkması.",Surprise
Eşimle seyahate çıktığımız zaman çok mutlu oluyorum.,Happy
İçerisinde gerilim unsurları çok olan filmlerden korkarım.,Fear
İnsanlara daha önce anlattığım şeyleri tekrar anlatmak zorunda kaldığım zamanlar sinirleniyorum.,Anger
Ailemden birinin rahatsızlanması beni çok üzer.,Sadness
Çocukların yakınında sigara içebilen insanları anlayamıyorum.,Anger
Uzun zaman haber alamadığım arkadaşım ve akrabam aradığında şaşırırım.,Surprise
Bebeğimin ilk hareketlerini hissettiğimde çok mutlu oldum.,Happy
Kürtajdan çok korktum.,Fear
Kapitalizm ve bu sistemin içinde olmak bana çok olumsuz şeyler yaşatıyor. Dolayısıyla öfke kaçınılmaz oluyor.,Anger
En yakınlarım tarafından aldatılmak güven problemi yaşattı ve artık kimseye güvenemiyorum haliyle çok üzülüyorum.,Sadness
kayınvalidemin pasaklı olmasından hoşlanmıyorum,Anger
Evlenme teklifini diskoda alınca çok şaşırdım.,Surprise
Üniversiteyi kazandığımda çok mutlu oldum,Happy
Oğlum hasta olduğunda ve düştüğünde ona bir şey olacak diye çok korktum,Fear
Eşimin ailesinin hayatıma müdahale etmesine çok öfkelendim,Anger
Oğlum bebekken hasta olduğunda çok üzüldüm,Sadness
Köstebek yiyen birini izlediğimde tiksinmiştim,Disgust
Hiç beklemediğim arkadaşım beni arayınca şaşırmıştım,Surprise
şu an eşim olan insanla görüşmeye başladığımda benden mutlusu yoktu,Happy
karabasan olayını yaşadığımda çok korkmuştum,Fear
otoparkın önüne park ettiklerinde çok öfkelenirim,Anger
üniversite sınavım kötü geçtiğinde çok üzüldüm,Sadness
"afganistan da farkhunda'ya yapılanları izleyince, tüm insanlardan tiksindim.",Disgust
en yakın arkadaşımın üniversiteden kovulduğunu benden saklamasına çok şaşırdım,Surprise
Hazırladığım bildiri konferanstan kabul edildi.Bu sayede Barselona'yı gezeceğim için çok mutluyum.,Happy
Manisa'dan İzmir'e seyahat ederken yolun kaygan olması sebebiyle arabanın kontrolünü kaybettiğimde çok korkmuştum.,Fear
Sevdiğim bir arkadaşım geçim sıkıntısı çekiyor. Çocuğunun istediği şeyleri alamıyor. Bu duruma üzülüyorum.,Sadness
Uzun tırnaklı bayanların yaptıkları yemeği yerken tiksiniyorum.,Disgust
Fikirlerini beğendiğim bir gazeteci ummadığım bir partiden aday olunca şaşırdım kaldım.,Surprise
çocukların kendi arasındaki Sohbetleri beni çok mutlu eder,Happy
Yanlış arkadaştan çok korkarım,Fear
Riyakarlığa çok öfkelenirim,Anger
Yaşlılara kötü muamele beni üzer,Sadness
Kötü kokudan tiksinirim,Disgust
Dedikodusunu  yapıp ardından o kişiyle aynı masada kahkaha atabilen insanları görünce şaşırdığım olmuştur,Surprise
iki yıl üniversite okuduktan sonra bir sene dershaneye gittikten sonra dokuz eylül üniversitesi'ni kazanınca çok mutlu oldum,Happy
Hazırlık sınıfındayken en son muafiyet sınavına kalmıştım onun sonucu açıklanacağı zaman çok korkmuştum belki geçememişimdir diye...,Fear
Çok önemli bir anda telefonun şarjının bitmesine çok öfkeleniyorum...,Anger
Çok iyi geçen bir sınavdan çok düşük not alınca çok üzüldüm,Sadness
Yolda yürürken karşımda bana doğru gelen insanın gözümün önünde yere tükürmesinden tiksiniyorum,Disgust
bölümün en yüksek proje notunu beklerken arkadaşımla kopyadan yakalanıp notumu sıfır olarak görünce çok şaşırdım ...,Surprise
Erkek arkadaşımın sürpriz gelişine çok mutlu oldum.,Happy
2 sene önce yeğenim kaybolduğunda onu buluncaya kadar korkmuştum.,Fear
arkadaşımın bana yalan söylemesine kızmıştım.,Anger
yeğenimin anne sevgisini tatmadan büyümesine üzülüyorum.,Sadness
yalan söyleyip başkalarını kullananlardan hoşlanmıyorum.,Anger
okul arkadaşımı yıllar sonra sokakta rast gelince şaşırdım.,Surprise
Üniversiteyi kazandığımda çok mutlu oldum.,Happy
Ameliyat olmaktan çok korkmuştum.,Fear
Kız arkadaşımın söylediği yalanları anlayınca çok öfkelendim.,Anger
Annemle babamın ayrılmasına çok üzüldüm.,Sadness
Beklemediğim sınavdan yüksek not alınca şaşırdım.,Surprise
Hiç beklemediğim bir arkadaşım bana hiç beklemediğim bir sürpriz yapınca çok mutlu oldum.,Happy
Parmaklık yada benzeri bir korkuluğu olmayan yüksekçe bir yere çıkınca ve yükseklikten biraz da başım dönünce düşmekten çok korktum.,Fear
Daha önce hiç yapmadığım şeyler ile suçlanınca çok sinirlenmiştim...,Anger
Hoşlandığım bir kızın başka biriyle çıkmaya başladığını görünce çok üzülmüştüm.,Sadness
Gözümde çok yücelttiğim birinin çok basit olduğunu düşündüğüm bir hareketini görünce çok tiksindim o kişiden.,Disgust
Üzerinde günlerce kafa patlattığım ve bir türlü çözemediğim bir hatanın çok basit bir çözümü olduğunu görünce çok şaşırdım..,Surprise
Başarı benim için gerçek mutluluktur. Yaşadığım en derin mutluluk üniversite sınavlarında aldığım okul başarısıdır.,Happy
İzlediğim ilk korku filminden sonra günlerce tek başıma uyuyamadım.,Fear
Benim taklidimin abartılı şekilde yapılması çok öfkelendirir beni.,Anger
Çevremdeki insanların yanımdayken çıkardıkları sesler.,Disgust
Kız arkadaşımın benim için yaptığı doğum günü partisi.,Surprise
"Müdürüm  40 yıllık firmanın benim sayemde en verimli dönemini yaşadığını söylediği için ağzım kulaklarımda, çok mutluyum.",Happy
"Ülkemizdeki siyasi gerginlik beni çok korkutuyor, bu insanlara da yansıyor, herkes çok gergin.",Fear
"Şoför yandaki araçla yarışa girince, yolcularının hayatını hiçe saydığı için çok öfkelendim.",Anger
"İş arkadaşıma işini doğru yapması gerektiğini sert bir dille söyleyip onu çok kırdığım için üzüldüm, inanır mısın gözüme uyku girmedi.",Sadness
"okul müdürünün kişisel alanıma girmesinden nefret  ediyorum, her yeni sansasyonel açıklamaları midemi bulandırıyor, tiksiniyorum.",Disgust
Evlendiğimde ve bebeğimi doğurduğumda çok mutlu oldum,Happy
Üniversitesi için başka bir şehre gittiğimde korkmuştum,Fear
Hastalar işimi bana öğretmeye çalıştığında çok sinirlendim,Anger
Teyzemin eşi genç yaşta öldüğünde çok üzüldüm,Sadness
İçki içen ve sarhoş olanlardan hoşlanmıyorum,Disgust
Eşim sürpriz olarak çikolata sepeti yolladığında çok sevindim,Happy
üniversite yi kazandığımı öğrendiğim an çok ama çok mutlu oldum,Happy
Evde yalnız kalmaktan çok korkarım,Fear
Arkadaşımın bana yalan söylediğini öğrenince çok öfkelendim,Anger
Annemin söylediklerini düşününce çok üzülüyorum,Sadness
Trafikte burnuyla oynayanlardan tiksiniyorum,Disgust
Hala olacağımı öğrendiğimde çok şaşırdım,Surprise
Benim yüzümü güldürmeyi yine başardın!,Happy
Odamdaki böcek zıplamaya başladığında kaskatı kesildim.,Fear
Trafikte haksız ve aptalca hareket ederek insanların hakkını yiyen insanlara çok öfkelenirim.,Anger
Ter kokuyordu.,Disgust
Beklenmedik bir şekilde yolda kirpi vardı.,Surprise
Evlenme teklifi alınca çok mutlu olurum,Happy
Eve böcek girdiğinde çok korkmuştum,Fear
Yalan söylenince çok sinirlenirim,Anger
Ailemden birini kaybedersem çok üzülürüm,Sadness
Burun akmasından hoşlanmıyorum,Disgust
Rüyam gerçekleşince çok şaşırdım,Surprise
Annem hayallerindeki evi aldığında çok mutlu oldum.,Happy
"Oda arkadaşım gecenin bir yarısı kabus görüp, çığlıklar içinde uyanıp, dili tutulunca çok korktum.",Fear
Faturalarımın sürekli yanlış gelmesi beni her seferinde daha da artan bir şekilde öfkelendiriyor.,Anger
anneannemin artık hayatta olmadığını düşününce en mutlu anımda bile ağlayabilirim.,Sadness
Terk kokan insanlarla aynı yerde bulunmaktan tüm günümü berbat eder.,Disgust
Bugün genel müdürümün halamın yakın arkadaşı olduğunu öğrenince çok şaşırdım.,Surprise
Bir bakışı bile mutlu olmama yetiyor.,Happy
Hırsızı görünce daha önce hiç olmadığı kadar korkmuştum.,Fear
Yapılan haksızlıkları gördükçe daha da öfkeleniyorum,Anger
"Evimizin neşesi,kaplumbağam öldüğünde çok üzüldüm.",Sadness
Arkadaşlarımın beni kullanmaya çalışmasından tiksiniyorum.,Disgust
Hiç beklemediğim bir anda çocukluk arkadaşımı görünce çok şaşırdım,Surprise
"Evimi tutup, eve yerleştikten sonra hiç olmadığım kadar mutluydum.",Happy
Ödevimi yapmayı unuttuğumu anladığım anda korkudan neredeyse ölecektim.,Fear
Arkadaşımın bana söylediği o sözler beni daha da öfkelendirmişti.,Anger
Tuttuğum takım son maçta neredeyse finale çıkıyorken hakem yüzünden kaybedince kahroldum.,Sadness
Yapılan hakem hatalarını gördükçe ülke futbolunu izlemekten tiksiniyorum.,Disgust
Piyangodan para çıkınca çok şaşırdım.,Surprise
Masa tenisi maçlarında aldığım her sayı ömrüme ömür katar.,Happy
Bazen gereksiz yere her şeyden korkarım,Fear
Trafikte korna çalanlara tilt olurum,Anger
şirkette tasarladığım devreler çalışmadığında fena üzülürüm,Sadness
Ellerimi gün içinde yıkamadığımda kendimden iğrenirim,Disgust
Böyle anketler genelde beni şaşırtır ve şu an şaşırdım,Surprise
Folklor yarışmasına il birincisi olarak yaşadığımız şehri ve okulumuzu temsil etmek.  Dereceye girerek dönmek çok mutlu etti,Happy
"Evde yalnız olmak bazen ürküntü veriyor. Gölgeler, sesler insanı geriyor.",Fear
"Evimize hırsız girdiğini ve takılarımı çaldığını öğrenince, eşyalarımı karıştırdığını dokunduğunu bilmek beni son derece kızdırdı.",Anger
"İnsan en büyük acıyı annesini,babasını ve kardeşini kaybetmekle hissediyor. Onlar karşılıksız sevgi ve dayanılacak bir dayanak. onlarsız hayat devam ediyorsa da her zaman onları özlüyorsun.",Sadness
İş yerindeki oda arkadaşımın insanlarla kurduğu iletişimde haddini aşan laubali şekilde konuşmasından rahatsız oluyorum.,Anger
Yakınlarımdan birisi sürpriz ziyaret yaparsa şaşırırım.,Surprise
1969 yılında yatılı ilköğretmen okulunu kazandığımda çok sevinmiştim,Happy
Çocukken uyuduğumda bazı geceler kabus görüyordum. Ve hiç kimseye anlatamıyordum. Yıllar sonra anladım ki tok karınla yatınca genellikle geceler kabuslu geçermiş.(sanırım kabus görmenin ne demek olduğunu biliyorsunuzdur!),Fear
Kişisel haklarıma veya başkasının tanık olduğum onur kırıcı ve incitici herhangi bir davranış şekli ile karşılaştığımda ziyadesiyle öfkeleniyorum..,Anger
1965-1966 öğretim yılında sınıfımı geçememiştim ve çok üzülmüştüm.,Sadness
Global dünyada ve ülkemizde olabilecek her şeyi hayatın olağan akışı içinde olabileceğine inancımdan dolayı samimiyetle diyebilirim ki hiç bir olay karşısında şaşırdığımı hatırlamıyorum,Surprise
vestel'e yaptığım staj başvurumun kabul edilmesine çok sevindim.,Happy
lise de test çözmeye yoğunlaştığım anda arkadaşımın bana seslenmesinden çok korkmuştum yerimden zıplamıştım.,Fear
sözlerinin arkasında durmadığı için arkadaşıma çok öfkelendim.,Anger
erasmus sınavını kazanmama rağmen seçilmediğim için çok üzüldüm.,Sadness
terli olmaktan ve saçımın yağlı olmasından hoşlanmıyorum.,Disgust
lise arkadaşımın benimle aynı üniversitede ve bölümde olmasına çok şaşırdım.,Surprise
"Yaşamımda duygusal anların sayısı çok.Ancak, beni en çok duygulandıran anlardan biri ilk çocuğumun doğduğunu gördüğüm andır.",Happy
"Korkularım da çok. Sevdiklerimin üzülmesi, onları kaybetme olasılığı,sağlığımla ilgili ciddi belirtilerin olabileceğini düşünmem... beni korkutuyor.",Fear
Haksızlıklar karşısında gençliğimde daha çok öfkeleniyordum. Lisans eğitimi aldığım alanda 6 kişi ile sınavda yarışmıştık. Benim dışımdaki yarışmacıların sınav alanıyla ilgisi yoktu. ama onlardan ikisi sınavı kazandı ve ben kaybettim. Çok öfkelenmiştim.İlgililere çok ağır dilekçelerle başvurdum.Aylarca öfkem dinmedi.,Anger
İlk eşimi trafik kazasında kaybetmiştim. Bendeki üzüntüsü sonsuz oldu.,Sadness
"Kötü kokular,kötü yiyecekler, basit insan davranışları beni tiksindiriyor.",Disgust
"Hocalığım sırasında derslerine çalışmayan, kılık kıyafeti, davranışları ile çok kötü ,izlenim bırakan bir öğrencimi yıllar sonra bir okulun müdür yardımcısı olarak gördüm. Tam da okuldaki görüntüsünün tersi bir havası vardı.Üstelik kendisi gibi öğrenci olanlardan nefret edercesine şikayet ediyordu.",Surprise
Sınavı kazanınca deli gibi mutlu olacağım.,Happy
Uçağa binince korkudan kalbim sıkılıyor.,Fear
Anlayışsız insanlara tahammül edemiyorum.,Anger
Babam öldüğünde bir parçam onunla öldü.,Sadness
iş yerinde fare görünce midem bulanıyor.,Disgust
Bazı insanların beğenilen beni hayretler içinde bırakıyor.,Surprise
Üniversiteyi kazandığımda çok sevindim.,Happy
Mezarlıklar beni hep korkutur.,Fear
bir arkadaşıma yazılı kağıdımı gösterdim o dersi geçti. Öğretmen benim gösterdiğimi anladığı için beni bıraktı. Hele birde arkadaşım karşımda sırıtmaz mı beni çok üzdü.,Sadness
Yolda aniden bir köpeğe çarptım. Hemen durdum. Ancak köpek yaralı olarak  biraz aptallaştıktan sonra kaçtı. Acaba daha sonra ne olduğunu çok merak ettim. bu olay hala beni çok üzüyor.,Sadness
Sokaklarda insanların ay çiçeği (çekirdek) yemesi beni çok tiksindiriyor,Disgust
lise arkadaşım ile 40 yıl sonra facebook da buluşmamız beni çok şaşırttı,Surprise
eşim evlenme teklifi ettiğinde çok mutlu oldum.,Happy
lisede yurtta kaldığım ilk gece çok korkmuştum.,Fear
babam söz verdiği bisikleti almadığında çok öfkelendim,Anger
muhabbet kuşum kaçtığında çok üzüldüm,Sadness
mutfağın yemek yendikten sonraki halini sevmiyorum.,Disgust
babam sürpriz yapıp geldiğinde şaşırdım,Surprise
üniversite yarışmasından birinci olunca çok mutlu oldum.,Happy
Ailemi kaybetmekten çok korkuyorum,Fear
Abimin kız Arkadaşının gereksiz yere bana trip atmasına çok bozuldum.,Anger
akrabalarımın tek tek ölmesi beni çok üzüyor.,Sadness
salçalı yemekten hiç hoşlanmıyorum.,Disgust
sevgilim iş yerine çiçek göndermesi beni çok şaşırttı,Surprise
Son maçı kazandığımızda sevinçten havaya uçtum.,Happy
Eşim bir saat boyunca telefona cevap vermeyince merak ettim.,Fear
Birbirine saygı göstermeyen insanlardan nefret ediyorum.,Anger
Dedemin cenazesi için gittiğimiz yol bir ömür gibi gelmişti.,Sadness
Böceklere dokunmaktan hoşlanmıyorum.,Disgust
Ahmet'in ilkokul mezunu olmasını beklemiyordum.,Surprise
Üniversite giriş sınavında ilk yüze girdiğim için çok mutluyum.,Happy
Otobüsten inerken çok yakınımdan geçen motosikletli beni çok korkuttu.,Fear
Lanet olsun yine yağmur yağıyor!,Anger
Kuzenimin eşinin genç yaşta kanserden ölmesi bizi çok üzdü.,Sadness
Yemekteyken hamam böceklerinden bahsedince midem bulandı.,Disgust
Alkollü içeceğe toz şeker kattıklarını görünce çok şaşırdım.,Surprise
Renk renk açmış çiçekler görmekten mutlu olurum.,Happy
